areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newCasesBySpecimenDate
E12000001,North East,region,2022-01-09,630526,10167,
E12000001,North East,region,2022-01-08,620359,7207,1617
E12000001,North East,region,2022-01-07,613152,10162,5105
E12000001,North East,region,2022-01-06,602990,9997,7382
E12000001,North East,region,2022-01-05,592993,9909,10017
E12000001,North East,region,2022-01-04,583084,10252,14012
E12000001,North East,region,2022-01-03,572832,7311,11397
E12000001,North East,region,2022-01-02,565521,7474,8092
E12000001,North East,region,2022-01-01,558047,10935,5411
E12000001,North East,region,2021-12-31,547112,6991,8324
E12000001,North East,region,2021-12-30,540121,6250,9264
E12000001,North East,region,2021-12-29,533871,5247,9613
E12000001,North East,region,2021-12-28,528624,4339,6914
E12000001,North East,region,2021-12-27,524285,3190,5479
E12000001,North East,region,2021-12-26,521095,3505,3642
E12000001,North East,region,2021-12-25,517590,3356,1977
E12000001,North East,region,2021-12-24,514234,2942,3652
E12000001,North East,region,2021-12-23,511292,2795,3979
E12000001,North East,region,2021-12-22,508497,2276,3706
E12000001,North East,region,2021-12-21,506221,2322,2968
E12000001,North East,region,2021-12-20,503899,1702,2626
E12000001,North East,region,2021-12-19,502197,1502,1722
E12000001,North East,region,2021-12-18,500695,1503,1603
E12000001,North East,region,2021-12-17,499192,2513,1709
E12000001,North East,region,2021-12-16,496679,1754,1856
E12000001,North East,region,2021-12-15,494925,1760,2056
E12000001,North East,region,2021-12-14,493165,1391,1955
E12000001,North East,region,2021-12-13,491774,1358,1978
E12000001,North East,region,2021-12-12,490416,1212,1350
E12000001,North East,region,2021-12-11,489204,1688,1206
E12000001,North East,region,2021-12-10,487516,2042,1321
E12000001,North East,region,2021-12-09,485474,1496,1579
E12000001,North East,region,2021-12-08,483978,1440,1700
E12000001,North East,region,2021-12-07,482538,1413,1482
E12000001,North East,region,2021-12-06,481125,1038,1721
E12000001,North East,region,2021-12-05,480087,1437,1217
E12000001,North East,region,2021-12-04,478650,1489,1130
E12000001,North East,region,2021-12-03,477161,1691,1321
E12000001,North East,region,2021-12-02,475470,1038,1478
E12000001,North East,region,2021-12-01,474432,1886,1689
E12000001,North East,region,2021-11-30,472546,1610,1716
E12000001,North East,region,2021-11-29,470936,1358,1763
E12000001,North East,region,2021-11-28,469578,1251,1427
E12000001,North East,region,2021-11-27,468327,1209,778
E12000001,North East,region,2021-11-26,467118,1663,1272
E12000001,North East,region,2021-11-25,465455,1112,1462
E12000001,North East,region,2021-11-24,464343,1720,1598
E12000001,North East,region,2021-11-23,462623,2146,1659
E12000001,North East,region,2021-11-22,460477,1635,1821
E12000001,North East,region,2021-11-21,458842,1255,1249
E12000001,North East,region,2021-11-20,457587,1502,1197
E12000001,North East,region,2021-11-19,456085,1556,1384
E12000001,North East,region,2021-11-18,454529,1554,1554
E12000001,North East,region,2021-11-17,452975,1501,1734
E12000001,North East,region,2021-11-16,451474,1131,1594
E12000001,North East,region,2021-11-15,450343,1385,1712
E12000001,North East,region,2021-11-14,448958,1504,1209
E12000001,North East,region,2021-11-13,447454,1481,1187
E12000001,North East,region,2021-11-12,445973,1540,1401
E12000001,North East,region,2021-11-11,444433,1558,1500
E12000001,North East,region,2021-11-10,442875,1586,1620
E12000001,North East,region,2021-11-09,441289,1566,1590
E12000001,North East,region,2021-11-08,439723,1099,1804
E12000001,North East,region,2021-11-07,438624,1222,1282
E12000001,North East,region,2021-11-06,437402,1323,1145
E12000001,North East,region,2021-11-05,436079,1672,1305
E12000001,North East,region,2021-11-04,434407,1531,1400
E12000001,North East,region,2021-11-03,432876,1616,1563
E12000001,North East,region,2021-11-02,431260,1759,1716
E12000001,North East,region,2021-11-01,429501,1819,2134
E12000001,North East,region,2021-10-31,427682,1619,1708
E12000001,North East,region,2021-10-30,426063,1923,1507
E12000001,North East,region,2021-10-29,424140,2071,1942
E12000001,North East,region,2021-10-28,422069,1884,1951
E12000001,North East,region,2021-10-27,420185,2075,2012
E12000001,North East,region,2021-10-26,418110,1850,1987
E12000001,North East,region,2021-10-25,416260,1430,2115
E12000001,North East,region,2021-10-24,414830,1610,1604
E12000001,North East,region,2021-10-23,413220,2353,1427
E12000001,North East,region,2021-10-22,410867,2037,1745
E12000001,North East,region,2021-10-21,408830,2256,1849
E12000001,North East,region,2021-10-20,406574,1818,2215
E12000001,North East,region,2021-10-19,404756,2014,2119
E12000001,North East,region,2021-10-18,402742,1668,2435
E12000001,North East,region,2021-10-17,401074,1562,1718
E12000001,North East,region,2021-10-16,399512,1720,1450
E12000001,North East,region,2021-10-15,397792,1756,1628
E12000001,North East,region,2021-10-14,396036,2166,1756
E12000001,North East,region,2021-10-13,393870,1745,1916
E12000001,North East,region,2021-10-12,392125,1914,1918
E12000001,North East,region,2021-10-11,390211,1304,2168
E12000001,North East,region,2021-10-10,388907,1555,1588
E12000001,North East,region,2021-10-09,387352,1380,1241
E12000001,North East,region,2021-10-08,385972,1551,1475
E12000001,North East,region,2021-10-07,384421,1718,1503
E12000001,North East,region,2021-10-06,382703,1440,1525
E12000001,North East,region,2021-10-05,381263,1401,1581
E12000001,North East,region,2021-10-04,379862,1272,1766
E12000001,North East,region,2021-10-03,378590,1081,1228
E12000001,North East,region,2021-10-02,377509,1301,955
E12000001,North East,region,2021-10-01,376208,1122,1099
E12000001,North East,region,2021-09-30,375086,1217,1175
E12000001,North East,region,2021-09-29,373869,1361,1261
E12000001,North East,region,2021-09-28,372508,1727,1321
E12000001,North East,region,2021-09-27,370781,1315,1520
E12000001,North East,region,2021-09-26,369466,1222,1225
E12000001,North East,region,2021-09-25,368244,1121,1158
E12000001,North East,region,2021-09-24,367123,1432,1261
E12000001,North East,region,2021-09-23,365691,1472,1478
E12000001,North East,region,2021-09-22,364219,1546,1432
E12000001,North East,region,2021-09-21,362673,1230,1673
E12000001,North East,region,2021-09-20,361443,1432,1667
E12000001,North East,region,2021-09-19,360011,1043,1288
E12000001,North East,region,2021-09-18,358968,1274,1052
E12000001,North East,region,2021-09-17,357694,1313,1195
E12000001,North East,region,2021-09-16,356381,1243,1296
E12000001,North East,region,2021-09-15,355138,1247,1331
E12000001,North East,region,2021-09-14,353891,1293,1198
E12000001,North East,region,2021-09-13,352598,1073,1414
E12000001,North East,region,2021-09-12,351525,1120,1039
E12000001,North East,region,2021-09-11,350405,1594,1045
E12000001,North East,region,2021-09-10,348811,1826,1286
E12000001,North East,region,2021-09-09,346985,1568,1505
E12000001,North East,region,2021-09-08,345417,1539,1589
E12000001,North East,region,2021-09-07,343878,1734,1713
E12000001,North East,region,2021-09-06,342144,1628,1867
E12000001,North East,region,2021-09-05,340516,1263,1332
E12000001,North East,region,2021-09-04,339253,1598,1303
E12000001,North East,region,2021-09-03,337655,1332,1506
E12000001,North East,region,2021-09-02,336323,1726,1571
E12000001,North East,region,2021-09-01,334597,1277,1631
E12000001,North East,region,2021-08-31,333320,1023,1689
E12000001,North East,region,2021-08-30,332297,1066,1321
E12000001,North East,region,2021-08-29,331231,893,965
E12000001,North East,region,2021-08-28,330338,1453,992
E12000001,North East,region,2021-08-27,328885,1301,1168
E12000001,North East,region,2021-08-26,327584,1450,1306
E12000001,North East,region,2021-08-25,326134,1403,1367
E12000001,North East,region,2021-08-24,324731,1057,1394
E12000001,North East,region,2021-08-23,323674,1235,1407
E12000001,North East,region,2021-08-22,322439,1192,1077
E12000001,North East,region,2021-08-21,321247,1191,1010
E12000001,North East,region,2021-08-20,320056,1048,1126
E12000001,North East,region,2021-08-19,319008,1260,1231
E12000001,North East,region,2021-08-18,317748,1178,1260
E12000001,North East,region,2021-08-17,316570,1081,1230
E12000001,North East,region,2021-08-16,315489,989,1304
E12000001,North East,region,2021-08-15,314500,820,887
E12000001,North East,region,2021-08-14,313680,1225,921
E12000001,North East,region,2021-08-13,312455,1125,1061
E12000001,North East,region,2021-08-12,311330,1107,1091
E12000001,North East,region,2021-08-11,310223,1134,1167
E12000001,North East,region,2021-08-10,309089,1042,1137
E12000001,North East,region,2021-08-09,308047,905,1227
E12000001,North East,region,2021-08-08,307142,957,874
E12000001,North East,region,2021-08-07,306185,1247,895
E12000001,North East,region,2021-08-06,304938,1397,1055
E12000001,North East,region,2021-08-05,303541,1151,1245
E12000001,North East,region,2021-08-04,302390,1294,1322
E12000001,North East,region,2021-08-03,301096,829,1214
E12000001,North East,region,2021-08-02,300267,909,1191
E12000001,North East,region,2021-08-01,299358,1035,875
E12000001,North East,region,2021-07-31,298323,1281,877
E12000001,North East,region,2021-07-30,297042,1470,1149
E12000001,North East,region,2021-07-29,295572,1498,1248
E12000001,North East,region,2021-07-28,294074,1430,1416
E12000001,North East,region,2021-07-27,292644,1265,1497
E12000001,North East,region,2021-07-26,291379,1443,1692
E12000001,North East,region,2021-07-25,289936,1522,1237
E12000001,North East,region,2021-07-24,288414,1830,1348
E12000001,North East,region,2021-07-23,286584,2112,1608
E12000001,North East,region,2021-07-22,284472,2531,1864
E12000001,North East,region,2021-07-21,281941,2837,2105
E12000001,North East,region,2021-07-20,279104,3001,2556
E12000001,North East,region,2021-07-19,276103,3159,3403
E12000001,North East,region,2021-07-18,272944,3889,2414
E12000001,North East,region,2021-07-17,269055,4454,2626
E12000001,North East,region,2021-07-16,264601,3959,3873
E12000001,North East,region,2021-07-15,260642,3697,4539
E12000001,North East,region,2021-07-14,256945,3447,4248
E12000001,North East,region,2021-07-13,253498,3413,4088
E12000001,North East,region,2021-07-12,250085,3012,3977
E12000001,North East,region,2021-07-11,247073,3726,2872
E12000001,North East,region,2021-07-10,243347,2918,2829
E12000001,North East,region,2021-07-09,240429,3261,3097
E12000001,North East,region,2021-07-08,237168,3305,3211
E12000001,North East,region,2021-07-07,233863,2999,3677
E12000001,North East,region,2021-07-06,230864,2842,3512
E12000001,North East,region,2021-07-05,228022,2511,3392
E12000001,North East,region,2021-07-04,225511,2298,2407
E12000001,North East,region,2021-07-03,223213,2469,2250
E12000001,North East,region,2021-07-02,220744,2238,2279
E12000001,North East,region,2021-07-01,218506,2496,2550
E12000001,North East,region,2021-06-30,216010,2392,2495
E12000001,North East,region,2021-06-29,213618,1439,2375
E12000001,North East,region,2021-06-28,212179,2005,2265
E12000001,North East,region,2021-06-27,210174,1162,1595
E12000001,North East,region,2021-06-26,209012,1417,1322
E12000001,North East,region,2021-06-25,207595,1172,1495
E12000001,North East,region,2021-06-24,206423,1108,1361
E12000001,North East,region,2021-06-23,205315,1095,1321
E12000001,North East,region,2021-06-22,204220,714,1176
E12000001,North East,region,2021-06-21,203506,848,1067
E12000001,North East,region,2021-06-20,202658,641,676
E12000001,North East,region,2021-06-19,202017,742,609
E12000001,North East,region,2021-06-18,201275,633,701
E12000001,North East,region,2021-06-17,200642,647,738
E12000001,North East,region,2021-06-16,199995,567,642
E12000001,North East,region,2021-06-15,199428,518,633
E12000001,North East,region,2021-06-14,198910,413,660
E12000001,North East,region,2021-06-13,198497,301,398
E12000001,North East,region,2021-06-12,198196,448,352
E12000001,North East,region,2021-06-11,197748,315,396
E12000001,North East,region,2021-06-10,197433,320,394
E12000001,North East,region,2021-06-09,197113,302,364
E12000001,North East,region,2021-06-08,196811,242,309
E12000001,North East,region,2021-06-07,196569,210,295
E12000001,North East,region,2021-06-06,196359,166,212
E12000001,North East,region,2021-06-05,196193,239,154
E12000001,North East,region,2021-06-04,195954,154,189
E12000001,North East,region,2021-06-03,195800,113,217
E12000001,North East,region,2021-06-02,195687,122,150
E12000001,North East,region,2021-06-01,195565,78,128
E12000001,North East,region,2021-05-31,195487,83,90
E12000001,North East,region,2021-05-30,195404,120,85
E12000001,North East,region,2021-05-29,195284,94,100
E12000001,North East,region,2021-05-28,195190,97,101
E12000001,North East,region,2021-05-27,195093,73,93
E12000001,North East,region,2021-05-26,195020,92,93
E12000001,North East,region,2021-05-25,194928,66,92
E12000001,North East,region,2021-05-24,194862,70,78
E12000001,North East,region,2021-05-23,194792,56,79
E12000001,North East,region,2021-05-22,194736,70,54
E12000001,North East,region,2021-05-21,194666,61,64
E12000001,North East,region,2021-05-20,194605,77,64
E12000001,North East,region,2021-05-19,194528,74,79
E12000001,North East,region,2021-05-18,194454,0,92
E12000001,North East,region,2021-05-17,194585,72,98
E12000001,North East,region,2021-05-16,194513,54,73
E12000001,North East,region,2021-05-15,194459,83,48
E12000001,North East,region,2021-05-14,194376,74,62
E12000001,North East,region,2021-05-13,194302,108,77
E12000001,North East,region,2021-05-12,194194,76,74
E12000001,North East,region,2021-05-11,194118,101,94
E12000001,North East,region,2021-05-10,194017,77,67
E12000001,North East,region,2021-05-09,193940,83,97
E12000001,North East,region,2021-05-08,193857,97,59
E12000001,North East,region,2021-05-07,193760,55,73
E12000001,North East,region,2021-05-06,193705,97,81
E12000001,North East,region,2021-05-05,193608,105,86
E12000001,North East,region,2021-05-04,193503,84,115
E12000001,North East,region,2021-05-03,193419,63,68
E12000001,North East,region,2021-05-02,193356,54,54
E12000001,North East,region,2021-05-01,193302,80,50
E12000001,North East,region,2021-04-30,193222,92,67
E12000001,North East,region,2021-04-29,193130,94,68
E12000001,North East,region,2021-04-28,193036,89,80
E12000001,North East,region,2021-04-27,192947,129,99
E12000001,North East,region,2021-04-26,192818,88,106
E12000001,North East,region,2021-04-25,192730,69,89
E12000001,North East,region,2021-04-24,192661,57,55
E12000001,North East,region,2021-04-23,192604,95,75
E12000001,North East,region,2021-04-22,192509,99,56
E12000001,North East,region,2021-04-21,192410,118,102
E12000001,North East,region,2021-04-20,192292,83,79
E12000001,North East,region,2021-04-19,192209,109,94
E12000001,North East,region,2021-04-18,192100,63,92
E12000001,North East,region,2021-04-17,192037,81,65
E12000001,North East,region,2021-04-16,191956,90,87
E12000001,North East,region,2021-04-15,191866,94,74
E12000001,North East,region,2021-04-14,191772,59,92
E12000001,North East,region,2021-04-13,191713,117,56
E12000001,North East,region,2021-04-12,191596,184,87
E12000001,North East,region,2021-04-11,191412,63,113
E12000001,North East,region,2021-04-10,191349,68,78
E12000001,North East,region,2021-04-09,191281,0,92
E12000001,North East,region,2021-04-08,191451,123,98
E12000001,North East,region,2021-04-07,191328,139,116
E12000001,North East,region,2021-04-06,191189,74,132
E12000001,North East,region,2021-04-05,191115,118,126
E12000001,North East,region,2021-04-04,190997,94,103
E12000001,North East,region,2021-04-03,190903,166,99
E12000001,North East,region,2021-04-02,190737,134,95
E12000001,North East,region,2021-04-01,190603,242,147
E12000001,North East,region,2021-03-31,190361,275,217
E12000001,North East,region,2021-03-30,190086,152,175
E12000001,North East,region,2021-03-29,189934,414,222
E12000001,North East,region,2021-03-28,189520,38,264
E12000001,North East,region,2021-03-27,189482,0,202
E12000001,North East,region,2021-03-26,190058,428,204
E12000001,North East,region,2021-03-25,189630,440,221
E12000001,North East,region,2021-03-24,189190,367,154
E12000001,North East,region,2021-03-23,188823,323,148
E12000001,North East,region,2021-03-22,188500,214,305
E12000001,North East,region,2021-03-21,188286,232,287
E12000001,North East,region,2021-03-20,188054,271,211
E12000001,North East,region,2021-03-19,187783,293,240
E12000001,North East,region,2021-03-18,187490,375,260
E12000001,North East,region,2021-03-17,187115,260,300
E12000001,North East,region,2021-03-16,186855,251,302
E12000001,North East,region,2021-03-15,186604,301,312
E12000001,North East,region,2021-03-14,186303,219,202
E12000001,North East,region,2021-03-13,186084,259,257
E12000001,North East,region,2021-03-12,185825,433,289
E12000001,North East,region,2021-03-11,185392,297,300
E12000001,North East,region,2021-03-10,185095,345,313
E12000001,North East,region,2021-03-09,184750,288,353
E12000001,North East,region,2021-03-08,184462,306,334
E12000001,North East,region,2021-03-07,184156,217,214
E12000001,North East,region,2021-03-06,183939,306,240
E12000001,North East,region,2021-03-05,183633,282,271
E12000001,North East,region,2021-03-04,183351,367,293
E12000001,North East,region,2021-03-03,182984,407,343
E12000001,North East,region,2021-03-02,182577,305,316
E12000001,North East,region,2021-03-01,182272,276,378
E12000001,North East,region,2021-02-28,181996,326,254
E12000001,North East,region,2021-02-27,181670,460,280
E12000001,North East,region,2021-02-26,181210,419,365
E12000001,North East,region,2021-02-25,180791,420,452
E12000001,North East,region,2021-02-24,180371,483,437
E12000001,North East,region,2021-02-23,179888,468,391
E12000001,North East,region,2021-02-22,179420,570,547
E12000001,North East,region,2021-02-21,178850,297,406
E12000001,North East,region,2021-02-20,178553,517,347
E12000001,North East,region,2021-02-19,178036,618,458
E12000001,North East,region,2021-02-18,177418,563,576
E12000001,North East,region,2021-02-17,176855,782,586
E12000001,North East,region,2021-02-16,176073,546,711
E12000001,North East,region,2021-02-15,175527,521,719
E12000001,North East,region,2021-02-14,175006,497,476
E12000001,North East,region,2021-02-13,174509,623,489
E12000001,North East,region,2021-02-12,173886,748,557
E12000001,North East,region,2021-02-11,173138,747,664
E12000001,North East,region,2021-02-10,172391,586,692
E12000001,North East,region,2021-02-09,171805,709,676
E12000001,North East,region,2021-02-08,171096,577,760
E12000001,North East,region,2021-02-07,170519,668,586
E12000001,North East,region,2021-02-06,169851,750,575
E12000001,North East,region,2021-02-05,169101,831,680
E12000001,North East,region,2021-02-04,168270,997,827
E12000001,North East,region,2021-02-03,167273,900,862
E12000001,North East,region,2021-02-02,166373,753,853
E12000001,North East,region,2021-02-01,165620,715,1003
E12000001,North East,region,2021-01-31,164905,886,733
E12000001,North East,region,2021-01-30,164019,794,756
E12000001,North East,region,2021-01-29,163225,1186,873
E12000001,North East,region,2021-01-28,162039,1087,946
E12000001,North East,region,2021-01-27,160952,1167,974
E12000001,North East,region,2021-01-26,159785,863,1068
E12000001,North East,region,2021-01-25,158922,626,1175
E12000001,North East,region,2021-01-24,158296,857,720
E12000001,North East,region,2021-01-23,157439,1176,731
E12000001,North East,region,2021-01-22,156263,1267,967
E12000001,North East,region,2021-01-21,154996,1384,1115
E12000001,North East,region,2021-01-20,153612,1499,1297
E12000001,North East,region,2021-01-19,152113,1066,1257
E12000001,North East,region,2021-01-18,151047,1087,1556
E12000001,North East,region,2021-01-17,149960,1077,947
E12000001,North East,region,2021-01-16,148883,1261,1009
E12000001,North East,region,2021-01-15,147622,1948,1221
E12000001,North East,region,2021-01-14,145674,1635,1226
E12000001,North East,region,2021-01-13,144039,1911,1391
E12000001,North East,region,2021-01-12,142128,1299,1426
E12000001,North East,region,2021-01-11,140829,1238,1685
E12000001,North East,region,2021-01-10,139591,1269,1060
E12000001,North East,region,2021-01-09,138322,1097,1003
E12000001,North East,region,2021-01-08,137225,1478,1148
E12000001,North East,region,2021-01-07,135747,1336,1473
E12000001,North East,region,2021-01-06,134411,1980,1500
E12000001,North East,region,2021-01-05,132431,1552,1736
E12000001,North East,region,2021-01-04,130879,2124,2298
E12000001,North East,region,2021-01-03,128755,1566,1686
E12000001,North East,region,2021-01-02,127189,1737,1769
E12000001,North East,region,2021-01-01,125452,1340,955
E12000001,North East,region,2020-12-31,124112,1741,1562
E12000001,North East,region,2020-12-30,122371,1957,2281
E12000001,North East,region,2020-12-29,120414,1230,2437
E12000001,North East,region,2020-12-28,119184,699,1434
E12000001,North East,region,2020-12-27,118485,583,1282
E12000001,North East,region,2020-12-26,117902,805,978
E12000001,North East,region,2020-12-25,117097,944,316
E12000001,North East,region,2020-12-24,116153,1137,780
E12000001,North East,region,2020-12-23,115016,941,1083
E12000001,North East,region,2020-12-22,114075,1253,1139
E12000001,North East,region,2020-12-21,112822,1108,1008
E12000001,North East,region,2020-12-20,111714,586,754
E12000001,North East,region,2020-12-19,111128,531,606
E12000001,North East,region,2020-12-18,110597,515,785
E12000001,North East,region,2020-12-17,110082,590,652
E12000001,North East,region,2020-12-16,109492,801,823
E12000001,North East,region,2020-12-15,108691,460,894
E12000001,North East,region,2020-12-14,108231,509,905
E12000001,North East,region,2020-12-13,107722,572,572
E12000001,North East,region,2020-12-12,107150,771,511
E12000001,North East,region,2020-12-11,106379,689,650
E12000001,North East,region,2020-12-10,105690,791,646
E12000001,North East,region,2020-12-09,104899,687,641
E12000001,North East,region,2020-12-08,104212,406,718
E12000001,North East,region,2020-12-07,103806,466,759
E12000001,North East,region,2020-12-06,103340,542,511
E12000001,North East,region,2020-12-05,102798,586,421
E12000001,North East,region,2020-12-04,102212,698,560
E12000001,North East,region,2020-12-03,101514,652,594
E12000001,North East,region,2020-12-02,100862,590,642
E12000001,North East,region,2020-12-01,100272,638,648
E12000001,North East,region,2020-11-30,99634,528,769
E12000001,North East,region,2020-11-29,99106,598,454
E12000001,North East,region,2020-11-28,98508,752,495
E12000001,North East,region,2020-11-27,97756,805,641
E12000001,North East,region,2020-11-26,96951,900,702
E12000001,North East,region,2020-11-25,96051,876,802
E12000001,North East,region,2020-11-24,95175,598,850
E12000001,North East,region,2020-11-23,94577,732,971
E12000001,North East,region,2020-11-22,93845,837,625
E12000001,North East,region,2020-11-21,93008,1106,678
E12000001,North East,region,2020-11-20,91902,1439,942
E12000001,North East,region,2020-11-19,90463,1290,1020
E12000001,North East,region,2020-11-18,89173,1556,1339
E12000001,North East,region,2020-11-17,87617,1276,1466
E12000001,North East,region,2020-11-16,86341,3365,1568
E12000001,North East,region,2020-11-15,82976,1483,1054
E12000001,North East,region,2020-11-14,81493,1619,1052
E12000001,North East,region,2020-11-13,79874,1883,1519
E12000001,North East,region,2020-11-12,77991,2086,1531
E12000001,North East,region,2020-11-11,75905,1671,1858
E12000001,North East,region,2020-11-10,74234,1303,1778
E12000001,North East,region,2020-11-09,72931,1340,2059
E12000001,North East,region,2020-11-08,71591,1506,1293
E12000001,North East,region,2020-11-07,70085,1391,1345
E12000001,North East,region,2020-11-06,68694,1453,1460
E12000001,North East,region,2020-11-05,67241,1570,1486
E12000001,North East,region,2020-11-04,65671,1272,1417
E12000001,North East,region,2020-11-03,64399,1302,1513
E12000001,North East,region,2020-11-02,63097,1039,1668
E12000001,North East,region,2020-11-01,62058,1170,995
E12000001,North East,region,2020-10-31,60888,1163,887
E12000001,North East,region,2020-10-30,59725,1054,1208
E12000001,North East,region,2020-10-29,58671,1136,1113
E12000001,North East,region,2020-10-28,57535,1021,1164
E12000001,North East,region,2020-10-27,56514,1162,1170
E12000001,North East,region,2020-10-26,55352,970,1318
E12000001,North East,region,2020-10-25,54382,1048,847
E12000001,North East,region,2020-10-24,53334,1150,862
E12000001,North East,region,2020-10-23,52184,1277,1032
E12000001,North East,region,2020-10-22,50907,1393,1226
E12000001,North East,region,2020-10-21,49514,1888,1505
E12000001,North East,region,2020-10-20,47626,1438,1433
E12000001,North East,region,2020-10-19,46188,707,1407
E12000001,North East,region,2020-10-18,45481,555,822
E12000001,North East,region,2020-10-17,44926,1101,806
E12000001,North East,region,2020-10-16,43825,1178,1073
E12000001,North East,region,2020-10-15,42647,1333,1161
E12000001,North East,region,2020-10-14,41314,1228,1372
E12000001,North East,region,2020-10-13,40086,1045,1280
E12000001,North East,region,2020-10-12,39041,1150,1385
E12000001,North East,region,2020-10-11,37891,967,921
E12000001,North East,region,2020-10-10,36924,1151,831
E12000001,North East,region,2020-10-09,35773,1087,1168
E12000001,North East,region,2020-10-08,34686,1274,1351
E12000001,North East,region,2020-10-07,33412,1057,1446
E12000001,North East,region,2020-10-06,32355,1233,1421
E12000001,North East,region,2020-10-05,31122,1113,1357
E12000001,North East,region,2020-10-04,30009,2629,1177
E12000001,North East,region,2020-10-03,27380,906,1154
E12000001,North East,region,2020-10-02,26474,421,1211
E12000001,North East,region,2020-10-01,26053,363,1165
E12000001,North East,region,2020-09-30,25690,593,963
E12000001,North East,region,2020-09-29,25097,756,1037
E12000001,North East,region,2020-09-28,24341,277,962
E12000001,North East,region,2020-09-27,24064,483,650
E12000001,North East,region,2020-09-26,23581,522,774
E12000001,North East,region,2020-09-25,23059,576,602
E12000001,North East,region,2020-09-24,22483,523,720
E12000001,North East,region,2020-09-23,21960,667,643
E12000001,North East,region,2020-09-22,21293,537,547
E12000001,North East,region,2020-09-21,20756,409,614
E12000001,North East,region,2020-09-20,20347,418,587
E12000001,North East,region,2020-09-19,19929,370,431
E12000001,North East,region,2020-09-18,19559,332,465
E12000001,North East,region,2020-09-17,19227,264,369
E12000001,North East,region,2020-09-16,18963,278,329
E12000001,North East,region,2020-09-15,18685,201,265
E12000001,North East,region,2020-09-14,18484,89,195
E12000001,North East,region,2020-09-13,18395,195,141
E12000001,North East,region,2020-09-12,18200,228,156
E12000001,North East,region,2020-09-11,17972,218,198
E12000001,North East,region,2020-09-10,17754,203,236
E12000001,North East,region,2020-09-09,17551,216,234
E12000001,North East,region,2020-09-08,17335,108,224
E12000001,North East,region,2020-09-07,17227,190,204
E12000001,North East,region,2020-09-06,17037,232,169
E12000001,North East,region,2020-09-05,16805,116,233
E12000001,North East,region,2020-09-04,16689,117,175
E12000001,North East,region,2020-09-03,16572,73,203
E12000001,North East,region,2020-09-02,16499,95,128
E12000001,North East,region,2020-09-01,16404,89,118
E12000001,North East,region,2020-08-31,16315,100,91
E12000001,North East,region,2020-08-30,16215,91,61
E12000001,North East,region,2020-08-29,16124,19,80
E12000001,North East,region,2020-08-28,16105,46,67
E12000001,North East,region,2020-08-27,16059,54,66
E12000001,North East,region,2020-08-26,16005,47,68
E12000001,North East,region,2020-08-25,15958,18,49
E12000001,North East,region,2020-08-24,15940,45,40
E12000001,North East,region,2020-08-23,15895,28,23
E12000001,North East,region,2020-08-22,15867,38,33
E12000001,North East,region,2020-08-21,15829,38,42
E12000001,North East,region,2020-08-20,15791,30,42
E12000001,North East,region,2020-08-19,15761,22,48
E12000001,North East,region,2020-08-18,15739,22,37
E12000001,North East,region,2020-08-17,15717,18,32
E12000001,North East,region,2020-08-16,15699,39,11
E12000001,North East,region,2020-08-15,15660,40,19
E12000001,North East,region,2020-08-14,15620,76,31
E12000001,North East,region,2020-08-13,15544,0,52
E12000001,North East,region,2020-08-12,15544,18,39
E12000001,North East,region,2020-08-11,15526,21,46
E12000001,North East,region,2020-08-10,15505,10,21
E12000001,North East,region,2020-08-09,15495,18,15
E12000001,North East,region,2020-08-08,15477,20,12
E12000001,North East,region,2020-08-07,15457,29,16
E12000001,North East,region,2020-08-06,15428,18,24
E12000001,North East,region,2020-08-05,15410,20,30
E12000001,North East,region,2020-08-04,15390,10,19
E12000001,North East,region,2020-08-03,15380,13,19
E12000001,North East,region,2020-08-02,15367,13,16
E12000001,North East,region,2020-08-01,15354,14,9
E12000001,North East,region,2020-07-31,15340,19,12
E12000001,North East,region,2020-07-30,15321,7,15
E12000001,North East,region,2020-07-29,15314,11,21
E12000001,North East,region,2020-07-28,15303,11,5
E12000001,North East,region,2020-07-27,15292,4,11
E12000001,North East,region,2020-07-26,15288,4,6
E12000001,North East,region,2020-07-25,15284,12,5
E12000001,North East,region,2020-07-24,15272,9,6
E12000001,North East,region,2020-07-23,15263,17,8
E12000001,North East,region,2020-07-22,15246,9,16
E12000001,North East,region,2020-07-21,15237,3,14
E12000001,North East,region,2020-07-20,15234,7,12
E12000001,North East,region,2020-07-19,15227,21,8
E12000001,North East,region,2020-07-18,15206,16,4
E12000001,North East,region,2020-07-17,15190,7,11
E12000001,North East,region,2020-07-16,15183,12,15
E12000001,North East,region,2020-07-15,15171,4,16
E12000001,North East,region,2020-07-14,15167,4,11
E12000001,North East,region,2020-07-13,15163,8,9
E12000001,North East,region,2020-07-12,15155,16,2
E12000001,North East,region,2020-07-11,15139,19,7
E12000001,North East,region,2020-07-10,15120,11,10
E12000001,North East,region,2020-07-09,15109,10,18
E12000001,North East,region,2020-07-08,15099,4,12
E12000001,North East,region,2020-07-07,15095,3,12
E12000001,North East,region,2020-07-06,15092,13,11
E12000001,North East,region,2020-07-05,15079,8,4
E12000001,North East,region,2020-07-04,15071,11,9
E12000001,North East,region,2020-07-03,15060,3,8
E12000001,North East,region,2020-07-02,15057,15,9
E12000001,North East,region,2020-07-01,15042,4484,7
